token,surprisal
 Financial,14.32529067993164
 Statements,10.899604797363281
 and,4.020321369171143
 Inter,10.54538631439209
im,1.0647623538970947
 Reports,3.8402116298675537
 will,9.189743995666504
 be,0.9421576261520386
 released,3.792712450027466
 around,11.883252143859863
 at,10.62183952331543
 9,4.985396862030029
.,4.896164417266846
00,1.4327937364578247
 a,2.962498188018799
.,0.0028096630703657866
m,0.0010791646782308817
.,0.1258593052625656
 (,5.9716901779174805
 Finnish,21.4773006439209
 time,0.7238444685935974
 ),1.9786159992218018
 on,0.9390064477920532
 the,3.880518913269043
 given,14.316648483276367
 dates,2.903390884399414
 .,7.5001654624938965
