token,surprisal
 both,9.861377716064453
 firms,10.064188003540039
 select,13.523685455322266
 the,1.4001258611679077
 same,2.065835475921631
 category,10.059362411499023
",",1.8741761445999146
 ,16.540294647216797
 both,19.510717391967773
 firms,2.3122472763061523
 lose,9.74477767944336
 five,12.026406288146973
 million,6.743478775024414
 USD,6.885031700134277
",",4.487170696258545
 since,8.53897762298584
 they,2.738633394241333
 have,3.29999041557312
 flooded,16.672134399414062
 the,1.1051503419876099
 market,0.8344978094100952
 with,1.5556018352508545
 too,8.017057418823242
 much,1.4159479141235352
 ,9.428910255432129
 cereal,23.005619049072266
.,1.2727562189102173
