token,surprisal
assment,14.749710083007812
 includes,11.44091510772705
 any,5.513592720031738
 action,4.984708786010742
",",3.638688802719116
 language,11.33459758758545
 or,2.2612156867980957
 visual,7.883296012878418
 representation,4.512934684753418
",",4.0934672355651855
 that,5.84635066986084
 is,2.2641472816467285
 sufficiently,10.651238441467285
 severe,5.6253204345703125
",",2.2240991592407227
 pervasive,5.3296918869018555
",",1.856389045715332
 persistent,5.899158954620361
 or,0.7436424493789673
 pat,13.899335861206055
ently,0.00016855284047778696
 offensive,0.23550942540168762
 that,3.1082706451416016
 it,1.6000159978866577
 has,5.812353134155273
 the,2.7247447967529297
 effect,3.802859306335449
 of,0.04003829509019852
 unre,11.402580261230469
ason,0.026420950889587402
ably,0.07393805682659149
 interfering,4.797704696655273
 with,0.053131286054849625
 that,8.19961929321289
 person,0.4491771459579468
�,15.930068969726562
�,17.341779708862305
s,11.168225288391113
 work,5.5616326332092285
 or,2.5837936401367188
 academic,7.4626312255859375
 performance,3.831240177154541
",",2.9725375175476074
 or,1.7004172801971436
 that,1.9263801574707031
 creates,6.488840103149414
 an,3.3641810417175293
 intimidating,3.26078724861145
",",2.2476985454559326
 hostile,2.1577630043029785
",",1.5844999551773071
 or,3.0275979042053223
 offensive,4.295385837554932
 working,9.739192962646484
",",14.555571556091309
 educational,4.949822425842285
",",1.1708561182022095
 or,1.8343820571899414
 living,11.25685977935791
 environment,0.055472906678915024
