token,surprisal
rid,12.682909965515137
 ,15.019948959350586
weather,14.531732559204102
 gripped,17.953041076660156
 large,12.860507011413574
 parts,2.6567142009735107
 of,0.01045746449381113
 western,7.729533672332764
 and,4.650041580200195
 central,1.521851897239685
 Europe,2.5725419521331787
 on,5.119295597076416
 Wednesday,4.0484843254089355
",",1.7287870645523071
 setting,8.046536445617676
 new,7.780584335327148
 June,15.795602798461914
 temperature,5.426510810852051
 records,0.06711890548467636
 in,3.1750125885009766
 Germany,5.660409927368164
 and,1.5788626670837402
 the,4.412945747375488
 Czech,3.668006420135498
 Republic,0.0067137195728719234
 and,4.932735443115234
 forcing,5.325623512268066
 drivers,11.769808769226074
 to,0.2807246148586273
 slow,6.141867160797119
 down,1.4596657752990723
 on,5.024906635284424
 some,6.515704154968262
 sections,8.976690292358398
 of,0.2444709837436676
 the,0.49200204014778137
 famously,15.984705924987793
 speedy,11.228582382202148
 German,6.241952896118164
 aut,11.11473274230957
ob,2.4321634769439697
ah,7.310001373291016
ns,1.4389210939407349
.,0.4631648063659668
