token,surprisal
 dream,13.7242431640625
 na,21.88581085205078
vel,4.556641101837158
 is,3.5485422611236572
 the,3.691551446914673
 obstacle,13.28640365600586
 to,2.016472578048706
 grop,18.06389045715332
ing,0.019596455618739128
 curiosity,14.951888084411621
",",2.750084161758423
 but,4.158092975616455
 an,8.117576599121094
 almost,9.03247356414795
 unavoidable,9.670815467834473
 reversal,16.692264556884766
 makes,10.301445007324219
 the,2.3997766971588135
 model,13.699697494506836
 for,6.518911838531494
 a,4.3681840896606445
 barrier,14.564668655395508
 to,2.0603113174438477
 self,6.800928115844727
-,0.19066402316093445
knowledge,3.9922537803649902
 serve,13.626888275146484
",",7.487152576446533
 as,3.2065515518188477
 well,4.239374160766602
 and,9.873324394226074
 in,4.425378799438477
 parallel,9.762300491333008
",",1.5943422317504883
 as,0.9980311393737793
 a,1.7538020610809326
 model,6.666964530944824
 for,0.5698376893997192
 the,2.7553298473358154
 nature,9.852804183959961
 of,0.06774568557739258
 the,2.639657735824585
 investigation,13.147577285766602
",",4.502859592437744
 defining,14.482484817504883
 the,1.741743803024292
 very,9.587057113647461
 pursuit,12.22336196899414
 of,0.6453104615211487
 self,3.8858227729797363
-,0.9181349873542786
knowledge,0.3672395944595337
.,1.495624303817749
