token,surprisal
 National,12.561863899230957
 Health,7.391382217407227
 Service,1.2592030763626099
 smoking,17.822744369506836
 cessation,1.9905325174331665
 clients,13.923088073730469
 in,4.152566432952881
 Glasgow,14.573291778564453
",",2.14304780960083
 pharmacy,22.795032501220703
 one,11.742749214172363
-,5.523836135864258
to,5.208439826965332
-,0.07165693491697311
one,0.574345588684082
 counselling,3.9986767768859863
 cost,11.45650577545166
 £,2.300318479537964
2,4.83897590637207
",",1.2245678901672363
600,5.8554253578186035
 per,2.893285036087036
 Q,13.98578929901123
AL,7.717480182647705
Y,0.023997966200113297
 gained,17.88772201538086
 and,7.050355434417725
 group,12.475690841674805
 support,9.022101402282715
 cost,2.8042333126068115
 £,0.21380586922168732
4,4.6017889976501465
",",0.011883797124028206
800,3.8328053951263428
 per,1.0343585014343262
 Q,0.43976840376853943
AL,0.0038693766109645367
Y,0.0006793193751946092
 gained,3.429344415664673
.,1.6641266345977783
