token,surprisal
 talk,13.762262344360352
 is,4.192695140838623
 in,7.38205623626709
 the,2.070591449737549
 mid,10.018877029418945
-,0.48577752709388733
market,9.683488845825195
 swaps,18.69896125793457
 plus,16.01226043701172
 105,15.128329277038574
 b,8.886812210083008
ps,1.1741125583648682
 area,14.153543472290039
 and,4.8454179763793945
 the,4.300477504730225
 leads,15.350543975830078
 are,1.7350186109542847
 Barclays,16.80142593383789
" ,",9.739507675170898
 B,5.243936538696289
N,11.956096649169922
PP,11.959733963012695
" ,",1.8945457935333252
 U,7.3313775062561035
BS,0.09166024625301361
 and,1.7371172904968262
 C,4.524543285369873
BA,5.479793548583984
 .,0.9031676054000854
