token,surprisal
 the,3.692044734954834
 five,12.054762840270996
 men,5.235966205596924
 sent,11.002760887145996
 back,5.778167724609375
 to,2.319932460784912
 life,11.228011131286621
 had,4.862768650054932
 taken,6.5343337059021
 their,2.390444278717041
 departure,8.481401443481445
",",1.3737088441848755
 En,12.980573654174805
j,8.960357666015625
ol,8.658828735351562
ras,10.432528495788574
 thought,8.633561134338379
 of,3.542402505874634
 the,2.5434796810150146
 man,7.149357795715332
 who,1.5819597244262695
 had,0.9136251211166382
 been,3.2019762992858887
 condemned,9.976856231689453
 to,1.0415618419647217
 death,1.0143892765045166
.,2.2979118824005127
