token,surprisal
 didnt,18.293907165527344
 address,11.966538429260254
 what,5.765285491943359
 I,6.517237186431885
 think,4.752956867218018
 is,2.3309218883514404
 the,2.0706140995025635
 most,3.0434060096740723
 bizarre,10.05629825592041
 aspect,2.4622998237609863
 of,0.3312586843967438
 the,1.9682844877243042
 vaccine,13.011727333068848
 trials,11.005184173583984
:,2.5880415439605713
 That,7.763374328613281
 the,2.7043087482452393
 drug,7.249046325683594
 companies,8.606559753417969
 barely,14.737587928771973
 included,10.140250205993652
 any,4.1848344802856445
 elderly,13.950839042663574
 people,1.4056084156036377
 with,4.398116111755371
 com,10.578629493713379
or,0.23677901923656464
bid,3.181714055244811e-05
ities,2.906386613845825
.,2.789921522140503
