token,surprisal
 Members,15.704258918762207
 may,7.434041976928711
 be,2.770470380783081
 pre,11.170804023742676
loaded,7.269031524658203
 on,3.848154306411743
 your,2.9351820945739746
 device,2.562861680984497
",",2.73860502243042
 or,5.036900997161865
 you,1.9240314960479736
 can,3.149503231048584
 download,4.244978904724121
 and,4.022313594818115
 install,0.3661012351512909
 it,3.7391791343688965
 from,2.1474738121032715
 Galaxy,12.242252349853516
 Store,6.548445224761963
 or,4.485523223876953
 the,4.335503578186035
 Google,2.6625943183898926
 Play,0.04251885786652565
 store,2.042755365371704
