token,surprisal
 young,10.403448104858398
 men,2.025742530822754
 participate,12.718132972717285
 in,0.10140746831893921
 a,1.4928122758865356
 ball,10.035928726196289
 game,3.191478729248047
 on,4.285490989685059
 a,4.150476932525635
 grass,6.884521961212158
y,1.231122374534607
 area,3.794051170349121
 as,8.796769142150879
 one,8.817838668823242
 of,0.8866008520126343
 them,3.9111058712005615
 kicks,7.952707767486572
 a,1.3351424932479858
 large,10.555282592773438
 ball,2.1923627853393555
.,2.8038454055786133
