token,surprisal
 turned,11.172661781311035
 his,3.982988119125366
 back,2.0057616233825684
 to,1.6012483835220337
 the,1.2496387958526611
 gr,11.081391334533691
ating,4.3476033210754395
",",3.542881965637207
 and,2.898038148880005
 fell,8.350997924804688
 upon,5.130820274353027
 the,1.254384994506836
 pavement,8.089097023010254
",",2.0711236000061035
 hurled,13.599448204040527
 to,8.698782920837402
 earth,9.20035171508789
 rather,12.758307456970215
 than,0.479350745677948
 seated,14.021526336669922
",",2.967735767364502
 close,14.51211166381836
 to,1.204361081123352
 Mar,13.197232246398926
ius,3.7131433486938477
",",1.7814327478408813
 who,1.984487771987915
 still,8.419692993164062
 made,7.914007186889648
 no,1.6102882623672485
 movement,5.326131820678711
",",2.769573926925659
 and,1.6307379007339478
 with,6.166334629058838
 his,2.7096993923187256
 head,3.8135738372802734
 bent,4.910960674285889
 between,9.65859317779541
 his,1.0265501737594604
 knees,2.0685184001922607
.,3.708925485610962
