token,surprisal
 such,9.968618392944336
 clust,16.824310302734375
ering,0.01895931549370289
 algorithms,5.096192359924316
 have,3.1998794078826904
 been,0.5050761699676514
 developed,2.668536901473999
 satisfying,22.11618995666504
 different,6.458144187927246
 des,13.28795337677002
ider,5.68150520324707
ata,0.05017400160431862
 for,4.669052600860596
 applications,11.338173866271973
 in,3.7462992668151855
 fields,8.298802375793457
 such,1.0919064283370972
 as,0.002458263421431184
 image,8.877684593200684
 processing,2.798628091812134
",",0.7399433255195618
 bi,9.188689231872559
omed,5.324678421020508
ic,0.024745892733335495
ine,0.004624622408300638
",",0.3185686469078064
 and,1.5059176683425903
 spatial,10.641094207763672
 data,5.157451152801514
.,3.448634624481201
