token,surprisal
 third,10.464871406555176
 stage,7.298066139221191
 of,1.1203371286392212
 the,1.1896566152572632
 Consumer,15.48381519317627
 Decision,8.463410377502441
 Making,3.473059892654419
 Process,0.8729721903800964
",",3.1765501499176025
 the,3.252476215362549
 ,15.960806846618652
 evaluation,17.210159301757812
 of,1.967836856842041
 alternatives,9.149683952331543
 takes,14.813185691833496
 place,0.677716851234436
 when,4.781367301940918
 a,2.427464008331299
 consumer,2.3825414180755615
 establishes,9.019025802612305
 criteria,9.342408180236816
 to,3.2650561332702637
 evaluate,3.7206506729125977
 the,2.6719720363616943
 ,10.41451644897461
 most,12.40269660949707
 viable,6.8381876945495605
 purchasing,11.47434139251709
 option,3.358271360397339
