token,surprisal
 no,9.503796577453613
 such,6.974271774291992
 protocol,12.225785255432129
 is,3.518659830093384
 published,8.955491065979004
",",1.5006842613220215
 the,2.8188374042510986
 sport,15.260614395141602
 specific,14.64755916595459
 jury,14.133267402648926
 shall,7.222116947174072
 consist,8.009504318237305
 of,0.17361435294151306
 a,2.8443660736083984
 minimum,6.681754112243652
 of,0.14109036326408386
 three,3.488157033920288
 members,2.6438701152801514
:,6.153501987457275
 one,3.8993842601776123
 from,3.0956387519836426
 the,2.325953960418701
 Acc,13.945704460144043
redited,3.007267951965332
 Program,9.39049243927002
 responsible,14.143765449523926
 for,0.030429914593696594
 conducting,6.509799957275391
 the,1.2146352529525757
 competition,7.4664387702941895
;,2.0965893268585205
 one,1.4331077337265015
 from,0.3124599754810333
 the,0.31400877237319946
 G,10.635954856872559
OC,9.436227798461914
",",3.44565486907959
 or,5.029409885406494
 Sport,10.879542350769043
 Management,6.717442989349365
 Team,5.1188645362854
",",2.454481601715088
 and,4.791535377502441
 the,4.968332767486572
 head,9.334328651428223
 official,11.868585586547852
 for,6.473629951477051
 that,5.69764518737793
 ,17.95316505432129
 sport,18.898847579956055
