token,surprisal
au,11.229217529296875
chy,5.279517650604248
's,3.6858034133911133
 mean,14.998551368713379
 value,5.809950351715088
 theorem,12.296455383300781
",",3.188551187515259
 also,7.991226673126221
 known,0.9777343273162842
 as,0.02767389826476574
 the,0.9939789175987244
 extended,13.978324890136719
 mean,5.4952192306518555
 value,1.9090529680252075
 theorem,0.14820407330989838
",",0.6505420804023743
 is,1.6561440229415894
 a,2.391146659851074
 general,5.175900936126709
ization,1.5366237163543701
 of,0.2319040298461914
 the,0.8771952390670776
 mean,5.490004062652588
 value,0.6990256905555725
 theorem,0.07755714654922485
.,1.1452288627624512
