token,surprisal
 action,11.237396240234375
 ,15.328865051269531
 ,10.664384841918945
 potential,17.46585464477539
 sends,15.491117477416992
 the,2.9557135105133057
 signal,5.530245780944824
 the,7.144804000854492
 entire,9.899364471435547
 length,7.561071872711182
 of,0.06309603154659271
 the,0.5867521166801453
 cell,8.488638877868652
 and,5.4799957275390625
 never,10.099454879760742
 dies,10.013842582702637
 within,9.214951515197754
 the,1.9367183446884155
 cell,1.7849340438842773
",",3.4773776531219482
 which,4.038346767425537
 can,4.828137397766113
 be,1.5112649202346802
 ,14.877260208129883
 ,1.0910851955413818
 referred,13.256390571594238
 to,0.11019063740968704
 as,0.29543763399124146
 the,2.571812391281128
 all,12.976964950561523
-,1.68035888671875
or,4.826719760894775
-,0.012130746617913246
none,4.500466823577881
-,5.440001487731934
pr,14.442914962768555
inc,1.3958693742752075
iple,0.11475179344415665
 .,5.874294281005859
