token,surprisal
 it,6.427164554595947
 is,3.260925054550171
 to,7.808041572570801
 you,8.709240913391113
",",2.085012912750244
 Mr,4.970391273498535
.,0.34368470311164856
 President,3.4949450492858887
",",0.1491551399230957
 that,0.798778235912323
 I,1.4969443082809448
 will,5.358527183532715
 proclaim,7.894306182861328
 it,7.382864475250244
",",2.792086124420166
 this,7.5298638343811035
 truth,13.124724388122559
",",1.363891363143921
 with,7.19819974899292
 all,2.8142900466918945
 the,3.299347400665283
 force,4.6347222328186035
 of,0.976551353931427
 the,3.6088290214538574
 rev,18.360624313354492
ulsion,1.494100570678711
 of,1.7059648036956787
 an,6.518701553344727
 honest,7.718321323394775
 man,0.8505269885063171
.,2.8928701877593994
