token,surprisal
 slavery,16.246225357055664
 nor,5.916337490081787
 involuntary,3.9676530361175537
 serv,0.022123293951153755
itude,0.0008646438363939524
",",3.4855313301086426
 except,6.541347980499268
 as,3.0836095809936523
 a,2.648350715637207
 ,17.46067237854004
 punishment,21.580547332763672
 for,1.090545654296875
 crime,3.918647527694702
 where,11.037701606750488
of,2.2617599964141846
 the,2.2494404315948486
 party,6.3177900314331055
 shall,3.820781707763672
 have,1.6495026350021362
 been,1.0438686609268188
 ,12.538890838623047
 duly,8.457218170166016
 convicted,1.5500521659851074
",",1.5050523281097412
 shall,1.5882071256637573
 exist,7.002185344696045
 within,4.803872585296631
 the,0.7126703262329102
 United,3.6478259563446045
 States,0.02398747391998768
",",2.061102867126465
 or,2.3609981536865234
 any,3.2864296436309814
 ,10.192028999328613
 place,8.589784622192383
 subject,5.7735795974731445
 to,0.24746417999267578
 their,7.257518291473389
 jurisdiction,0.06332926452159882
.,2.1087934970855713
