token,surprisal
 practice,12.389232635498047
 has,5.0805487632751465
 embraced,10.843256950378418
 the,2.278163194656372
 Articles,18.51237678527832
",",5.200517177581787
 which,3.1526005268096924
 have,4.405612468719482
 become,4.826905250549316
 the,2.331962823867798
 obvious,14.50474739074707
 reference,6.27388334274292
 point,0.4061669111251831
 for,0.8935979008674622
 any,5.581796646118164
 debate,5.744194030761719
 about,2.0359158515930176
 State,12.484764099121094
 responsibility,7.610760688781738
.,2.5458476543426514
