token,surprisal
 g,12.944421768188477
aff,7.029035568237305
igan,9.225221633911133
's,5.721090793609619
 stand,12.130812644958496
-,3.4382927417755127
up,1.2552191019058228
 is,5.1618499755859375
 so,6.079914569854736
 funny,5.261179447174072
 that,2.775350332260132
 i,10.056612968444824
 watched,8.039512634277344
 it,1.2716158628463745
 a,5.561025619506836
 second,4.925151348114014
 time,0.4397604763507843
...,6.991299152374268
 ...,9.79809284210205
and,3.426438570022583
 i,2.526099443435669
 j,11.577714920043945
im,7.836692810058594
 laugh,11.443708419799805
 again,7.111701011657715
'd,16.41192626953125
.,3.2211990356445312
