token,surprisal
ima,14.157037734985352
 Fellowship,15.925691604614258
 prohibits,16.979145050048828
 the,3.3310275077819824
 discrimination,9.396065711975098
 against,3.6340525150299072
",",9.059648513793945
 and,2.842028856277466
 harassment,3.92622709274292
 of,0.7082939147949219
 community,15.214631080627441
 members,0.1335231214761734
",",2.399669885635376
 including,4.455480575561523
 organizers,10.864051818847656
",",1.0106786489486694
 mentors,10.810932159423828
 and,2.116389274597168
 fellows,9.580873489379883
