token,surprisal
th,10.638375282287598
letes,1.5342947244644165
 and,4.12710428237915
 teams,6.955878257751465
 may,5.753072738647461
 not,3.1057398319244385
 exceed,8.922399520874023
 th,15.502553939819336
i,5.70084810256958
 s,7.29635763168335
 percentage,10.345560073852539
 of,0.939839243888855
 improvement,17.441699981689453
 from,5.395309925079346
 their,3.718881607055664
 division,13.302976608276367
ing,12.375565528869629
 score,9.822640419006348
 to,5.056417942047119
 their,2.426487445831299
 final,6.076021671295166
 score,4.314950942993164
.,1.5878925323486328
