token,surprisal
 this,7.605086803436279
 doesn,6.628494739532471
't,0.0007147649303078651
 extend,10.307976722717285
 to,0.2030028998851776
 the,2.7836782932281494
 staff,11.638825416564941
",",3.403289556503296
 who,2.536364793777466
 were,4.926462173461914
 unf,13.169894218444824
riend,3.466623067855835
ly,0.017096050083637238
 to,1.340776801109314
 say,13.21751880645752
 the,0.18706898391246796
 least,0.002057002391666174
 and,5.6934428215026855
 didn,6.240845203399658
't,0.0006922242464497685
 acknowledge,8.35815143585205
 the,1.9627530574798584
 fact,3.089528799057007
 we,9.527027130126953
 were,1.653335690498352
 newly,13.623176574707031
 w,10.952095985412598
eds,2.544725179672241
 despite,10.02331829071045
 it,7.701496124267578
 saying,12.340627670288086
 so,1.864250659942627
 on,3.969261407852173
 our,2.8831167221069336
 booking,13.849051475524902
 form,3.4905855655670166
",",4.669534206390381
 Sadly,18.534513473510742
 the,3.8574953079223633
 reception,8.05509090423584
 area,10.15602970123291
 was,2.0425477027893066
 the,6.549158573150635
 only,2.1272263526916504
 ',10.021538734436035
wow,11.917108535766602
',0.5800681114196777
 that,4.73867654800415
 the,5.80206298828125
 hotel,6.758511066436768
 had,3.353661060333252
.,2.8709726333618164
