token,surprisal
 after,9.2122163772583
 this,6.83722448348999
 decision,10.065152168273926
 came,6.465428829193115
 down,1.7404868602752686
 —,10.428932189941406
 the,4.135411739349365
 Dob,19.17667579650879
bs,1.1861635446548462
 decision,6.2331695556640625
 —,2.33166766166687
 you,6.799765586853027
 know,4.63779354095459
",",0.5446868538856506
 these,9.044251441955566
 so,11.21273136138916
-,0.08204097300767899
called,0.006077061407268047
 —,11.787050247192383
 I,4.106724739074707
 call,9.55081844329834
 them,2.398421049118042
 extremists,10.968758583068848
",",1.860735297203064
 so,5.8892502784729
-,2.476555109024048
called,0.004043297376483679
 leaders,10.074728965759277
 —,5.009451866149902
 they,3.161607027053833
�,25.574031829833984
�,12.98267936706543
d,6.212312698364258
 say,4.919091701507568
",",2.1472201347351074
 �,11.114007949829102
�,9.695955276489258
Well,13.370655059814453
",",0.1792951375246048
 you,3.364354372024536
 know,0.4234880805015564
",",0.14966043829917908
 we,3.2061779499053955
 —,8.82425308227539
 we,1.5631897449493408
 think,6.762674808502197
 that,2.218195915222168
 maybe,8.273809432983398
 the,3.589373826980591
 states,11.5610990524292
 should,2.0141537189483643
 be,2.587674140930176
 making,7.209584712982178
 these,5.035148620605469
 decisions,1.0648853778839111
.,2.5622401237487793
�,7.234185695648193
�,11.756092071533203
 ,11.289154052734375
 Right,17.37891387939453
?,1.5380154848098755
