token,surprisal
 boy,13.293423652648926
 sits,6.723012447357178
 where,11.32762336730957
 it,6.362071514129639
's,3.0035994052886963
 wind,12.838711738586426
y,0.8072817325592041
 and,2.5187737941741943
 shows,12.192268371582031
 us,5.83467435836792
 his,3.1231515407562256
 collection,9.649316787719727
 of,0.8655191659927368
 cards,9.760744094848633
 and,3.556351661682129
 how,7.874268054962158
 he,2.006308078765869
 shuff,12.262798309326172
les,0.11184093356132507
 them,0.9564571380615234
.,1.8442611694335938
