token,surprisal
 would,7.553563117980957
 an,7.149049758911133
 8,8.037013053894043
.,4.266785621643066
8,4.310911655426025
 average,9.691582679748535
 on,6.515906810760498
 a,2.5814883708953857
 scale,5.940726280212402
 from,2.3120226860046387
 1,1.4930853843688965
 to,0.5524420142173767
 10,0.8106501698493958
 in,9.102158546447754
 high,10.147031784057617
 school,0.08849051594734192
 be,2.0014796257019043
 converted,16.37941551208496
 to,1.2810667753219604
 GPA,14.438834190368652
?,1.3019344806671143
